Username,Total reviews,Location,Date,Content,Rating,Polarity,Subjectivity
Matija,773 reviews,HR,"Jul 21, 2022","Great value productsGreat value products, very quick deliveryDate of experience: July 21, 2022",5,0.62,0.7
Nemanja Simic,698 reviews,RS,"Jul 20, 2022","Order reviewOrdered two jerseys, gloves and windproof west. Great quality, easy ordering, fast shipping to Serbia. Recommendations!Date of experience: July 20, 2022",5,0.48,0.73
Александра Богданова,27K reviews,FI,"Jul 20, 2022","Nice product and awesome packagingNice product and awesome packaging! Thanks!Date of experience: July 20, 2022",5,0.87,1.0
Sacha De Carlo,1 review,CH,"Jul 20, 2022","great quality for a good money valueI’m from Switzerland and I’m a returning customer because the quality of the Siroko cycling apparel is great and the price reasonable. Jerseys and vests feel so great. Highly recommendedDate of experience: July 20, 2022",5,0.58,0.67
A K,1 review,CH,"Jul 19, 2022","We are super happy with our orderWe are super happy with our order. Great product, fair price and super fast delivery. Thank you very much!Date of experience: July 19, 2022",5,0.5,0.73
carlos bolanos,7 reviews,US,"Jul 19, 2022","Prize it’s awesome and I was very…Prize it’s awesome and I was very impressed with the material and the fabric I will keep siroko in my mind for my next purchaseDate of experience: July 19, 2022",5,0.75,0.75
Caitlin Green,3 reviews,GB,"Jul 19, 2022","Inaccurate product descriptions, terrible customer serviceTerrible company. Inaccurate product descriptions and unhelpful customer service. Also basically impossible to return things as a U.K. customer as the company is based in Spain. Huge delivery times, customs charges for returns and the company does not make it clear they are based outside the U.K.  Stay away from this unhelpful company!Date of experience: July 19, 2022",1,-0.23,0.67
Maurizio Esposito,2 reviews,IT,"Jul 13, 2022","Perfect perfectDate of experience: July 13, 2022",5,1.0,1.0
Petra Bečková,1 review,SK,"Jul 13, 2022","very satisfiedI ordered for the first time and I am very satisfied. The order arrived from Spain to Slovakia (EU) in two days. I bought a short sleeve cycling jersey size S, Bib shorts size M and base layer top size S and everything fits just perfectly - I am 165 cm tall, (the size guide is helpful). Also sunglasses are good and match the description. I will definitely order again and recommend this brand.Date of experience: July 13, 2022",5,0.28,0.61
Julita WS,2 reviews,PL,"Jul 11, 2022","M2 Saint Tropez great productM2 Saint Tropez great product, as described, good quality of the material, the size fits perfectly.  Fast order fulfillment and trouble-free delivery.  I am satisfied, I can recommend Siroko. Juliet 😊Date of experience: July 11, 2022",5,0.6,0.74
Clément Boutier,1 review,DE,"Jul 7, 2022","Horrible customer serviceI ordered a jersey 3 weeks ago and it never arrived. It has been a back and forth conversation with their customer service (when they finally answer) and so far it seems I will NOT receive the good and will have to PAY for it anyways. Very bad customer service, I will avoid next time.Date of experience: July 07, 2022",1,-0.16,0.64
customerRB,5 reviews,US,"Jul 5, 2022","Great customer serviceI made a relatively big order with them, and a couple of the jerseys had zipper issues. Siroko has offered to replace them without much hesitation. This is the kind of customer service that will keep people coming backDate of experience: July 05, 2022",4,0.4,0.49
Max,1 review,IE,"Jun 28, 2022","Very happy with my order once againVery happy with my order once again. The gear of great quality and the next day delivery is fantastic. I will definitely be buying again.Date of experience: June 28, 2022",5,0.5,0.69
Mikkel,3 reviews,DK,"Jun 21, 2022","Good qualityGood quality, fair price, fast delivery. Although fairly small sizes so consider going a size up.Date of experience: June 21, 2022",4,0.34,0.62
aegnima,5 reviews,GR,"Jun 17, 2022","very good qualityvery good quality, low prices and fast deliveryDate of experience: June 17, 2022",5,0.45,0.57
Eldad Ran,1 review,GB,"Jun 17, 2022","Great productsGreat products, good fit, prompt delivery, wash well. SRX line is top quality the rest are good as well, good value for moneyDate of experience: June 17, 2022",5,0.63,0.58
Parker Lindley - The Pro's Closet,1 review,US,"Jun 15, 2022","Really pleased with the race fitReally pleased with the race fit, I’m 6ft 165lbs and the medium jerseys are perfect with no wrinkles/creases. I live in the desert and the breathabilty is quite noticeable compared to some of my older jerseys. Might have to pick up a few more!Date of experience: June 15, 2022",5,0.36,0.62
Matteo Armandi,2 reviews,IT,"Jun 7, 2022","High quality productHigh quality product, amazing time shipping (3 days only with the week end in the half)Some good offersDate of experience: June 07, 2022",5,0.36,0.76
Joaquim De Sousa,1 review,AE,"May 25, 2022","Excellent Cycling gearExcellent Cycling Gear and super quick shipping.Five StarsDate of experience: May 25, 2022",5,0.56,0.72
Jay Penner,2 reviews,CA,"May 25, 2022","Ordered sunglasses and paid for express…Ordered sunglasses and paid for express delivery which was advertised as 48/72 hours directly beside the express delivery option. I specifically paid for this option to have them in time for a race. Now the order says it will be a week and not arrive in time. A week is still fast but not as advertised. Emailed the company to inquire and they basically dismissed the claim and passed the blame to DHL. Will never order something again with customer service like this. Plenty of other companies to choose from.Date of experience: May 25, 2022",1,0.06,0.46
patrick,1 review,BE,"May 25, 2022","Realy good stufI allready have a whole brunch of siroop gear and its high quality.The SRX range is the top and for me they are equal as the other top brands as bioracer castelli,le col,...For less money the same high qualityWhat do you need more?Date of experience: May 25, 2022",5,0.19,0.39
Des Wynne,4 reviews,PT,"May 24, 2022","Good quality and quick delivery.Date of experience: May 24, 2022",5,0.52,0.55
Armando Silva,3 reviews,PT,"May 24, 2022","Fantastic and fast serviceFantastic and fast service. The glasses I ordered are light and practical and meet all my expectations. I am very satisfied and happy with the product purchased. Customer with the guarantee that I recommend Siroko. Thank you for providing the serviceDate of experience: May 24, 2022",5,0.44,0.8
Mr Ritchie,773 reviews,GB,"May 24, 2022","Very impressed…First time buyer and very impressed. Ordering process was straightforward and new gilet arrived just a couple of days later. Fit and quality are great, a nice addition to the cycling wardrobe!Date of experience: May 24, 2022",5,0.44,0.53
Joseph Griffin,698 reviews,US,"May 23, 2022","A little over a year ago I bought my…A little over a year ago I bought my first pair of cycling glasses from Siroko and the style, modularity, price and build quality are all on point! I just picked up some new kit including their rain shell and after putting it through the paces, their cycling wear lives up to the same standards. I even took a little spill with the rain jacket on some wet asphalt and the material didn't rip. The jersey I got fits great and feels better than all my other jerseys. Siroko is now my go-to brand for cycling kit. I highly recommend giving them a try if you're in the market for new kit.Date of experience: May 23, 2022",5,0.1,0.45
Saranpat Prasertthum,27K reviews,TH,"May 23, 2022","Horrible Service! Scammy Pratice! (A Month Delay!!)I ordered the SRX cycling Jersey on 9 April. According to the stipulated time on their website, I will take 12 business days max( should arrive on 27 April). I waited. On 26 I check it said that it was stuck in transit in the Netherlands. I emailed them about what going on? Why did it stick in transit? since I will move to another country on  17 May. Then they told me to wait, so I did. The items never arrive. I send another email for an update. This time they give me a claim form for me to sign and then I told them that I'm gonna move so I need a refund. They said that they had already processed my claim request indicating that I gonna receive the refund. After that, they decline said that the product will arrive on 20 May, and told me to enjoy it! What a scam!!!Date of experience: May 23, 2022",1,-0.25,0.75
Stefan,2 reviews,NL,"May 22, 2022","Price is good, Return is no good.Price is good. Return process is no good. Need to send it to another country, need to pay it yourself and you only get it back as free delivery on a future order. This is below what we are used to in Europe.Date of experience: May 22, 2022",2,0.21,0.53
Timo Haak,3 reviews,NL,"May 17, 2022","Good service, good clothingReally nice clothing. Perfect fit. Good pricing for the quality you get.Date of experience: May 17, 2022",5,0.68,0.7
Michael Thomsen,1 review,DK,"May 13, 2022","Horrible customer serviceThe products seem OK. But the product descriptions are horrible lacking basic detail, and when you receive something different from what you expected there is zero customer service, just some agent pasting in robot answers that don't answer your concerns.I spend my money elsewhere.Date of experience: May 13, 2022",1,-0.27,0.6
Jorge Manuel Teixeira,1 review,PT,"May 13, 2022","The quality of the products are…The quality of the products are incredible! Really satisfied!Date of experience: May 13, 2022",5,0.6,0.55
Mario Petko,7 reviews,SK,"May 13, 2022","Siroko is perfect :-)We've ordered from Siroko several times. Super fast delivery. high quality products as well. The best experience always.Date of experience: May 13, 2022",5,0.46,0.59
Carl Williams,3 reviews,IE,"Updated May 25, 2022","Nearly 2 months on from time I ordered…EDIT.....   in the end I had to ask my bank to do a charge back which worked but the reply I got back from siroko because I did this was also very negative..... like what was I supposed to do ....Nearly 2 months on from time I ordered sun glasses and still not arrived.... im well aware these things happen but the customer service I've had from siroko is appalling....I'd like to point out I have purchased from them before and not had problems in past but was aware from other people's problems when things go wrong the customer service is bad. It's a pity because there stuff is good...I simply can't believe the way they have not sorted this out.Date of experience: May 11, 2022",1,-0.12,0.35
Stephen,3 reviews,IE,"May 9, 2022","Fantastic companyExcellent service from start to finish quality of product excellent delivered in days as advertised brilliant company wil definitely be buying againDate of experience: May 09, 2022",5,0.57,0.85
Mats,1 review,SE,"May 9, 2022","Could not return my bicycle pants…Quick delivery but my bicycle pants were to wide over my knees, looks more like a skirt, no response at all when i try to return them.Date of experience: May 09, 2022",1,0.2,0.45
Karol W,1 review,PL,"May 9, 2022","Good good sunglassesI bought a few sunglasses for whole family.Very good quality, nice colours.Date of experience: May 09, 2022",5,0.45,0.55
Alessandro Valenti,4 reviews,IT,"May 6, 2022","Great Company!Siroko products are very beautiful and of excellent quality, a real surprise!Ordering was easy and shipping super fast.I will definitely make more purchases in the future.Date of experience: May 06, 2022",5,0.53,0.69
Bamps Joachim,5 reviews,BE,"May 5, 2022","I’m always looking for good quality…I’m always looking for good quality together with a reasonable price which can be affordable for “normal” people with “normal” wage. For some reason I got in touch with Siroko.com and I must say I was surprised but still a bit critical because I had some bad experiences before. But i tried because I saw some great discounts which always draw my attention :-)I ordered the M2 Siena shirt and got it 3 days later. I was already excited to get this great designed shirt but when I got it on me, that was a new experience for me.. what a quality and so nice to wear. Lot different then other shirts I got from another shops. It was love at first sight :-)From now on I always order my shirts there on siroko. I got 2 new shirts ordered, short sleeved, looking forward to it :-)The only thing they may improve in my opinion is more colours and more combining shirt with shorts. So you can have a total kit. And even there to get your kit with shirt, short, socks and etcThat would be great and you can count me in :-)Maybe more colours on the shorts which can match the shirts :DDate of experience: May 05, 2022",5,0.29,0.65
Frankie,2 reviews,IE,"May 3, 2022","Ordered sunglasses on the 19th March…Ordered sunglasses on the 19th March and tracking details went quiet after 24th March up until 12th April. Tracking details just show that order is in transit, tried to get an update from Siroko with no response to my emails. Safe to say I won’t try purchasing from them again and will take it up with my bank.Date of experience: May 03, 2022",1,0.25,0.42
Steven,2 reviews,BE,"May 3, 2022","Great quality and looksGreat quality and looks, super communication and a very personal approach, love it!Date of experience: May 03, 2022",5,0.41,0.6
Neil Panahon,1 review,BE,"May 1, 2022","I ordered 4 item's they delivered on…I ordered 4 item's they delivered on time and very fast and efficient..Thanks for excellent service 👍Date of experience: May 01, 2022",5,0.63,0.89
Tobias,1 review,DE,"Apr 30, 2022","Quite good quality of tricots and…Quite good quality of tricots and chests fits perfeclty. Shipping and service is also fast and reliable. I'm glad to drive with Siroko on the bike. ;)Date of experience: April 30, 2022",5,0.47,0.76
Brian,1 review,US,"Apr 28, 2022","Thanks to Jasper Verkuijl!I’m a gravel cyclist and I am a fan of Jasper Verkuijl’s YouTube channel. Jasper spoke highly of the Siroko sunglasses and I thought I’d give them a try. I ordered a pair of the k3s and the fit and function is fantastic! They are lightweight and stylish. Compared to my other name brand sunglasses they seem to be more durable and much lighter. I can take the k3s glasses off and stick them in my helmet without worrying about them falling off (on a long climb I need to take the glasses off because of sweat, for instance).I do like the photo chromatic lenses which reduced the need for several different  lenses to meet changing light conditions. The clarity of Siroko lenses is simply fantastic and something that stood out to me right away.  I did purchase the adapter for prescription lenses and will try that later this year (when I can use leftover medical expense account funds). I was very impressed with the K3s sunglasses that I purchased another two pairs! The shipping was unbelievably fast delivery especially given how difficult with the current supply/shipping issues.Again, Siroko has been impressive and has great value for the price. You cannot get the same quality and value in name brand sunglasses for the price that Siroko offers.Date of experience: April 28, 2022",5,0.24,0.55
Ian V,3 reviews,GB,"Apr 27, 2022","To keep it simple I would avoidTo keep it simple I would avoid. Took a few months to receive, one item was faulty (which was a challenge to prove via e mail/video) packaged and sent item back. Asked to pay a further €24 on top, still awaiting resolution and refund of monies. I’m sure it is simple in EU but if overseas (including UK) stay local. Lesson learnt.Date of experience: April 27, 2022",1,0.09,0.34
Leśny,1 review,PL,"Apr 27, 2022","Great offerGreat offer, fast shipping.Date of experience: April 27, 2022",5,0.5,0.68
Charlotte Merling-Petersen,1 review,DK,"Apr 27, 2022","Only good experiences🤗Date of experience: April 27, 2022",5,0.35,0.8
Maurice Gomez,27 reviews,US,"Apr 26, 2022","My daughter got me a set for my…My daughter got me a set for my birthday and since then I’ve been ordering them because they fit like a glove and I’m comfortable on my long rides this product is out standing and the price makes it even better.Date of experience: April 26, 2022",5,0.25,0.53
Jan Svab,773 reviews,CZ,"Apr 25, 2022","Ordered K3Ordered K3, i am very satisfied. The glass Gót scrached,maybe wrong carrying. Bought new glasses-quick in my hands,good price,looking very smooth 😎Good purchase👍Date of experience: April 25, 2022",5,0.2,0.75
Costas Val,698 reviews,GR,"Apr 25, 2022","One off the best....I have ordered many times from Siroko and every time the delivery is very fast. The quality is excellent and sizes are accurate.Date of experience: April 25, 2022",5,0.59,0.76
Andy,27K reviews,GB,"Apr 25, 2022","Got 2 kids sunglassesGot 2 kids sunglasses. Very good quality. Really good price. Shipped over to the UK within the week.Date of experience: April 25, 2022",5,0.8,0.69
Sonja,5 reviews,IT,"Apr 25, 2022","Very good quality itemsVery good quality items, quick delivery, very good customer serviceDate of experience: April 25, 2022",5,0.71,0.67
Piotr Mulkowski,1 review,PL,"Apr 25, 2022","Very very professional shop and the…Very very professional shop and the people who work there.  I recommend the first quality merchandise 👌Date of experience: April 25, 2022",5,0.17,0.2
Craig Jones,2 reviews,GB,"Apr 25, 2022","Siroko sun glasses are really good…Siroko sun glasses are really good clear good coverage and stylishDate of experience: April 25, 2022",5,0.42,0.45
Andrew Smith,13 reviews,GB,"Apr 25, 2022","Great quality cycling kit all supplied…Great quality cycling kit all supplied with great service. My new kit supplier of choice.Date of experience: April 25, 2022",5,0.58,0.65
Gaël Van Est,1 review,BE,"Apr 25, 2022","Perfect sunglasses 😎I received my Siroko order and I am very happy with it.I am impressed by the quality of the glasses but also of the lenses, which for me is very important for sunglasses.Polarized lenses are really good quality.In summary: A trendy style for an incredible price-performance ratio.Date of experience: April 25, 2022",5,0.82,0.91
Stefano Bosco,1 review,IT,"Apr 22, 2022","beutiful jerseys at good priceI've bought some very beutiful cycling jerseys at a very good price. It has been an easy online procedure, and the parcel has arrived in 3 days in Italy (shipmnet free of charge).I would buy again in future. Stefano BDate of experience: April 22, 2022",5,0.44,0.57
Tracy Ross,2 reviews,US,"Apr 22, 2022","I have been very happy with all of my…I have been very happy with all of my purchases. The fit, material and style are perfect.Date of experience: April 22, 2022",5,0.8,0.8
Jabubu Black,10 reviews,CZ,"Apr 22, 2022","I`m very satisfiedI`m very satisfied, love Siroko`s sunglasses, have already 4 peaces and I think I haven`t finished yet :-D The package came also very soon, just in two days from Spain to the Czech! That`s cool! ThanXDate of experience: April 22, 2022",5,0.51,0.64
Toon De Backer,1 review,BE,"Apr 22, 2022","Very satisfied with my orderVery satisfied with my order. If you know the sizes of cycling clothing, you know that it differs from regular clothing sizes. So I don't see any problem with this. There is even a size chart. The shirt fits perfectly ! Thanks.Date of experience: April 22, 2022",5,0.54,0.77
Salih Tural,3 reviews,TR,"Apr 21, 2022","Great customer service and very high…Great customer service and very high quailty products...Date of experience: April 21, 2022",5,0.4,0.58
Tereza Černá,3 reviews,CZ,"Apr 21, 2022","Me enamoré de los productos de SirokoMe enamoré de los productos de Siroko. Son preciosas y sobre todo de gran calidad. Estoy emocionado. Definitivamente no fue mi última compra. ❤%CALIDAD Y SATISFACCIÓN❤I fell in love with products from Siroko. They are beautiful and above all high quality. I'm excited.It was definitely not my last purchase.❤💯%QUALITY AND SATISFACTION❤Date of experience: April 21, 2022",5,0.3,0.46
Kristof S'Jongers,3 reviews,BE,"Updated Apr 21, 2022","High qualityHigh quality gear for a reasonable price. Everything went well from ordering to delivery in Belgium. Also stylishly wrapped.Date of experience: April 21, 2022",5,0.29,0.71
Rhys Turner,1 review,AU,"Apr 19, 2022","Very stoked with the quality and speed…Very stoked with the quality and speed of delivery. The jersey material is really nice. Cannot fault anything.Date of experience: April 19, 2022",5,0.4,0.65
Felix,1 review,HK,"Apr 19, 2022","Sizes are inconsistentSizes are inconsistent. I bought XL cycling jerseys, and some are larger than others. Like the Dirty Green Jersey XL is too like an XXL to meDate of experience: April 19, 2022",3,-0.27,0.53
Nubiaska,5 reviews,US,"Apr 18, 2022","Someone Help Me!!!!!!!!Someone help me. Live in US purchased wrong size. Can’t return for less than a fortune!?????!!!????!Date of experience: April 18, 2022",1,-0.18,0.49
Curtis Perkins,4 reviews,GB,"Apr 14, 2022","Excellent serviceExcellent service, delivery was swift and items are off and tasting qualityDate of experience: April 14, 2022",5,1.0,1.0
David Bills,1 review,GB,"Apr 13, 2022","K3 Xtrem with a few lens tints super!Found Siroko via search engine looking for cycling shades. Wanted a full kit with a variety of lens and an Rx insert. Siroko offered the whole lot via online purchase at a very good price compared to elsewhere so took a punt.Delivery was quick and very pleased with the quality of the product.Comfortable fit, look good.Lens swap easy once you look at instructions! Don’t force them as not needed once you work out the knack.I got the K3 Xtrem with additional lens photochromic rose, blue, clearfog yellow and clear. Using with rose at present and spot on.Very pleased with purchase and recommend others to take a look, great job Siroko!Date of experience: April 13, 2022",5,0.36,0.54
Michael Fjølner,5 reviews,DK,"Apr 13, 2022","Great price and qualityGreat price and quality. I'll return next time I need cycling clothes! And extremely fast shipping with DHL.Date of experience: April 13, 2022",5,0.33,0.45
Jose Antonio Molina,4 reviews,ES,"Apr 12, 2022","Gafas K3s PhotoChromic Pacific Coast HighwayMis nuevas gafas fotocromáticas son increíbles, toda una experiencia.1x K3s PhotoChromic Pacific Coast HighwayDate of experience: April 12, 2022",5,0.0,0.0
Ján Rončák,2 reviews,SK,"Apr 11, 2022","M2 Leader Men's Long Sleeve Cycling JerseyThe product is of good quality. The fabric feels nice and it looks just great. The delivery was also very fast! Perfect score from me.Date of experience: April 11, 2022",5,0.56,0.76
Mark Engel,773 reviews,DE,"Apr 11, 2022","PerfectPerfect. :-)Date of experience: April 11, 2022",5,0.5,1.0
Martina  Venturini,698 reviews,IT,"Updated Apr 11, 2022","I’ve bought leggings and t-shirt and I…I’ve bought leggings and t-shirt and I found  them very confortable and beautiful color and tissue. I use them for my inlineskating training. Wind jacket beautiful too, I’ll use it this sommer in the mountains!Date of experience: April 11, 2022",5,0.63,0.77
Nuno Zuzarte,27K reviews,PT,"Apr 11, 2022","I'm very happy with my purchases from…I'm very happy with my purchases from Siroko. The equipment is really good quality. If you buy Siroko, you can expect quality. Well done!Date of experience: April 11, 2022",5,0.9,0.87
Unkrauter,1 review,DE,"Apr 9, 2022","Windweste V1 Kings Mountain in XL…Die Windweste V1 Kings Mountain in XL wurde schnell geliefert. Weste ist top. Somit alles bestens.Date of experience: April 09, 2022",5,0.5,0.5
Stela Mih,2 reviews,GB,"Apr 8, 2022","K3s Champs Élysées glassesGood quality, well fitting, light weight, I am very happy with the product. I was kept up to date throughout the delivery process, from the time I ordered my glasses until I received them.Date of experience: April 08, 2022",5,0.63,0.73
Hilkka Kontro,3 reviews,CA,"Apr 8, 2022","Great quality for moneyGreat quality for money. Fast delivery overseas. Nothing to complain.Date of experience: April 08, 2022",5,0.5,0.68
Anja Špindler,5 reviews,SI,"Apr 8, 2022","Good cycling clothes :)I like products - material is the best!Date of experience: April 08, 2022",5,0.6,0.8
Thijmen en Boris,2 reviews,NL,"Apr 8, 2022","the goggles came in good circumstances…the goggles came in good circumstances by me. it is exactly as how it is on the website!Date of experience: April 08, 2022",5,0.55,0.48
Alexandra,1 review,GB,"Apr 6, 2022","Great service, and productFirst-time skier and yet to try the goggles out, but they arrived on time and in perfect condition. They are comfortable and look cool 😎Date of experience: April 06, 2022",5,0.64,0.8
Carl,2 reviews,IE,"Apr 5, 2022","Extremely disappointed …I had purchased from this company before and all was perfect but on this occasion my glasses are clearly lost and have to say siroko clearly don't care as they just keep sending me same message I have to wait 20 days...... like who wants to wait 20 days....  my delivery is stuck for past 2 weeks and not moved. I'm very dissapointed so on this occasion I have to leave 1 star ...Date of experience: April 05, 2022",1,0.08,0.41
Ben Harvey,5 reviews,GB,"Updated Apr 5, 2022","BX Squadra and SRX Pro jersey…Bought a BX Squadra bibs and SRX Pro jersey in medium. I'm 181cm tall, 82cm waist and 106 chest and they fit perfectly.Good pad with not too much up front which I like. Zips and seams all of really good quality. Jersey is thin so will be best used in the summer.I'd definitely order again.Date of experience: April 05, 2022",5,0.32,0.48
Mr Harj Dosanjh,2 reviews,GB,"Apr 4, 2022","Great service , good productsGreat service , on time delivery and A great quality product at a good price. I will definitely buy again !!!Date of experience: April 04, 2022",5,0.6,0.64
Helen,2 reviews,GB,"Apr 4, 2022","BrilliantBrilliant, prompt delivery and quality glasses.Date of experience: April 04, 2022",5,0.0,0.0
Mark,1 review,US,"Apr 4, 2022","Returns will cost you more moneySiroko shipped me a clothing item from a USA address, and to return this item (fits too tight) I must ship it to Spain & I must cover Spain customs fees. This ends up costing as much as the item itself. I won't be buying from Siroko again.Date of experience: April 04, 2022",1,0.17,0.33
Dave,28 reviews,NL,"Updated Apr 2, 2022","Great value, fast deliveryDelivered from Spain to the Netherlands in just one day. Garnement (SRX) is excellent, albeit I'd still have to discover how durable it is. Glasses are fine and very affordable. Sizing runs regular tot small. I am 181cm / 80 KG and wear a size M for an aero fit and L for a regular fit. Broader shoulders are no issue. If you're weight is on your waiste you'd have to size up at least one size.Date of experience: April 02, 2022",5,0.26,0.45
Miss  Giannini,1 review,GB,"Mar 31, 2022","Beautiful sunglasses!I bought 5 pair of sunglasses which arrived today. 3 X children sunglasses and 2 pairs for myself. We LOVE them! Great quality, they look the part and the girls adore the packaging and stickers! Super fast delivery and caring customer service. Would definitely recommend and buy again!Date of experience: March 31, 2022",5,0.5,0.69
Peter Nagy,1 review,SK,"Mar 31, 2022","SRX JerseySRX Jersey, first Siroko order to check quality of offered products. I was not expecting such high standard so very satisfied. Size fits as per description. Immediate customer support, definitely not my last purchase. Peter N, SlovakiaDate of experience: March 31, 2022",5,0.18,0.41
Mark,14 reviews,GB,"Mar 31, 2022","Great quality clothingGreat quality clothing, feels and looks great on. Quick delivery.Date of experience: March 31, 2022",5,0.64,0.67
Nadine,1 review,DE,"Mar 31, 2022","very satisfied!The quality of the products is excellent and I really like the designs! I have ordered more pieces to compare sizes and send the rest back. Yeah, unfortunately you have to pay the return, but it all went well and I got my money back very quickly!Through reading all the ratings here, at first I was a little bit sceptic, but I can tell I've made very good experience :)Date of experience: March 31, 2022",5,0.26,0.49
Guido,1 review,NL,"Mar 30, 2022","Good experience so farGood experience so far. Really good offer, delivered fast and packaged well. Haven't tested and used the sunglasses for a longer time, but they fit well, seem durable and look exactly as the images online. They came in a very nice and well designed box, with a satchel, stickers and little cards. I will definitely order here again.Date of experience: March 30, 2022",5,0.33,0.61
maurizio italia,7 reviews,IT,"Mar 29, 2022","all worked fineall worked fine:- good description of items;- good indications to determine the size of the items;- good delivery: on time and good packaging;- good feeling about customer care.Date of experience: March 29, 2022",5,0.65,0.58
Guest,8 reviews,GB,"Mar 29, 2022","GreatFirst time ordering from them, service was great. The cycling glasses were well priced and style is great. comfortable to wear and good lens which don't distort. Very clearDate of experience: March 29, 2022",5,0.58,0.64
Nazif Khairul,8 reviews,SG,"Mar 28, 2022","Fantastic material and sure fast…Fantastic material and sure fast shipping! Love it! Will definitely come back again in the future to purchase more items.Date of experience: March 28, 2022",5,0.31,0.56
MK,773 reviews,DK,"Mar 27, 2022","dont buy anything on that sitedont buy anything on that site. I received my products and the two jersey had both faults. One with stains and the other with a broken zipper. I also bought two pair of socks, I didnt borhter to open because of the other items. They offerede return but they havent refund all my money as they keep telling me I havent return the socks properly. Which is not true, as I didnt open it. I have try to tell them that but they keep sending the same reply that I havnt returned it correctDate of experience: March 27, 2022",1,-0.1,0.38
Vincent Li,698 reviews,HK,"Updated Mar 25, 2022","I placed my order at Siroko webpage on…I placed my order at Siroko webpage on Tuesday and two days later I received my items by courier. Excellent arrangement and fast delivery. The cycling jersey looks very nice, good quality of fabric and size fits me well that I choose according to the size guidelines. They are good 👍🏻Date of experience: March 25, 2022",5,0.56,0.63
Peter Schmidt,27K reviews,GB,"Mar 24, 2022","Excellent product (very cool Ski…Excellent product (very cool Ski goggles), resonably priced, delivered very quickly and great customer service afterwards with Lucky checking that all was ok. Great stuff Siroko!Date of experience: March 24, 2022",5,0.6,0.77
Bert Kosters,1 review,NL,"Mar 23, 2022","Great productsGood quality,  good fit, good prices, quick delivery, easy returns sowhat else do you want.Date of experience: March 23, 2022",5,0.56,0.61
Nicholas,1 review,IE,"Mar 23, 2022","Very fast shipping great communication…Very fast shipping great communication will shop again .Date of experience: March 23, 2022",5,0.52,0.72
Philon Chevrier,1 review,CA,"Mar 21, 2022","Good quality cycling jerseysGood quality cycling jerseys.I placed 3 orders with Siroko for cycling jerseys. All were delivered quickly without problems. Quality is very good (too soon to evaluate longevity). Their water bottles are also a good value.For now, I can't say anything negative about these guys.Date of experience: March 21, 2022",5,0.47,0.58
craig burleigh,2 reviews,US,"Mar 18, 2022","Excellent!!Excellent!!! The fit was spot on and the material very aero!! Tight but not restrictive!Excellent customer service and support!!Date of experience: March 18, 2022",5,0.18,0.33
Jamie,4 reviews,IE,"Mar 17, 2022","Top service and very nice gear.Date of experience: March 17, 2022",5,0.64,0.75
Adam Piotr Nalewajek,3 reviews,PL,"Mar 16, 2022","I bought the glasses in January 2022I bought the glasses in January 2022, after short use the glasses broke at the base of the nose (3 times used during night driving, the lenses are 100% fulfilled, the frames are made of very weak material and they are very weak, not flexible at all, as Siroko assures) . siroko does not consider the complaint. believes that it is the fault of the user (sadness for me). I do not recommendDate of experience: March 16, 2022",1,-0.42,0.62
Gergo Kazsimer,6 reviews,DE,"Mar 16, 2022","Ordered two times from Siroko so far…Ordered two times from Siroko so far and both orders went very smoothly. The shipping were super fast and their products are good quality! I placed my recent order durning a 70% sale, and saved a decent amount, which I could not have done anywhere else.Date of experience: March 16, 2022",5,0.31,0.63
Salem alsalem,1 review,RO,"Mar 14, 2022","Technical shirtTechnical shirt, very happy with the product, the excellent material, the only thing is that if you are between two sizes, it is better to ask for the smaller one.  I will keep buying.Date of experience: March 14, 2022",5,0.42,0.68
Tomas Dainius,1 review,CH,"Mar 11, 2022","High-quality productsHigh-quality products, Highly recommend them!Date of experience: March 11, 2022",5,0.16,0.54
Cristina Díaz Parra,6 reviews,ES,"Mar 11, 2022","What you are is what you doFué como un flechazo al verlas por primera vez😍 y ya cuento con una gran colección, me encantan, colores súper alegres, cómodas y favorecen muchísimo👌😉Date of experience: March 11, 2022",5,0.0,0.0
Sotonye William-Jumbo,1 review,NG,"Mar 9, 2022","Hi I'm writing from Nigeria and this is…Hi I'm writing from Nigeria and this is my third order with Siroko for the cycling apparel, they are really good and my customers love them. Delivery is fast too.Date of experience: March 09, 2022",4,0.35,0.45
Stefan,1 review,DE,"Mar 9, 2022","Very satisfied - great set of productsI am overall very satisfied with my ordered set of products (bibs, jersey, weste, jacket, arm warmers)All products are in a very good quality and shipment was really fast...ordered on Monday and delivered on Tuesday!I usually were size M but I ordered the products in size L and it fits perfectly.Only exception are the arm warmers...I have rather thin arms therefore ordered size XS-S and these are a bit tight, so should have ordered size M-L but will give it a try.Date of experience: March 09, 2022",5,0.26,0.57
Marcus De Kok,1 review,FR,"Mar 9, 2022","Very happy with my snowboard jackets.Very happy with my snowboard jackets.. good price quality ratio and awesome customer service! Will defo order again:)Date of experience: March 09, 2022",5,0.88,0.9
Sascha Scholz,2 reviews,DE,"Mar 9, 2022","Awesome bikewear!!!Date of experience: March 09, 2022",5,1.0,1.0
Tony Seng,1 review,SG,"Mar 8, 2022","Amazing productAmazing product! Will definitely purchase again! Cant wait to wear itDate of experience: March 08, 2022",5,0.38,0.7
